"patentId"
"80087ff1-8c34-4610-9119-acc125535848"
"7446410a-e158-4f24-a79f-4873be754265"
"17d56570-a670-4efb-a580-29aefa989612"
"59b73fe8-b7b9-46c0-9faf-3b9d52147d97"
"77423588-bbf2-4f59-b5e8-14ad7b684421"
"80087ff1-8c34-4610-9119-acc125535848"
